name,chineseName,englishName,pinyinName,sku,description,category,unit,requiresPrescription,basePrice,metadata,status
"肉豆蔻","肉豆蔻","Nutmeg","roudoukou","TCM-RO-359","肉豆蔻，中药材","其他中药","克",true,0.068,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""肉豆蔻"""",""""pricePerGram"""":0.068}}","active"
"威灵仙","威灵仙","Clematis chinensis","weilingxian","TCM-WE-360","威灵仙，中药材","其他中药","克",true,0.068,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""威灵仙"""",""""pricePerGram"""":0.068}}","active"
"合欢花","合欢花","合欢hua","合欢hua","TCM-HU-361","合欢花，中药材","其他中药","克",true,0.07,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""合欢花"""",""""pricePerGram"""":0.07}}","active"
"山茱萸","山茱萸","Shan茱萸","shan茱萸","TCM-SH-362","山茱萸，中药材","其他中药","克",true,0.07,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""山茱萸"""",""""pricePerGram"""":0.07}}","active"
"桃花","桃花","Taohua","taohua","TCM-TA-363","桃花，中药材","其他中药","克",true,0.07,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""桃花"""",""""pricePerGram"""":0.07}}","active"
"南沙参","南沙参","Nan沙shen","nan沙shen","TCM-NA-364","南沙参，中药材","其他中药","克",true,0.07218,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""南沙参"""",""""pricePerGram"""":0.07218}}","active"
"巴戟天","巴戟天","Ba戟天","ba戟天","TCM-BA-365","巴戟天，中药材","其他中药","克",true,0.07392,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""巴戟天"""",""""pricePerGram"""":0.07392}}","active"
"白莲子","白莲子","Bailianzi","bailianzi","TCM-BA-366","白莲子，中药材","其他中药","克",true,0.075,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""白莲子"""",""""pricePerGram"""":0.075}}","active"
"苍术","苍术","Atractylodes lancea","cangzhu","TCM-CA-367","苍术，中药材","其他中药","克",true,0.075,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""苍术"""",""""pricePerGram"""":0.075}}","active"
"地骨皮","地骨皮","Lycium chinense","digupi","TCM-DI-368","地骨皮，中药材","其他中药","克",true,0.075,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""地骨皮"""",""""pricePerGram"""":0.075}}","active"
"藁本","藁本","藁本","藁本","TCM-ZW-369","藁本，中药材","其他中药","克",true,0.075,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""藁本"""",""""pricePerGram"""":0.075}}","active"
"琥珀粉","琥珀粉","Amber","hupo","TCM-HU-370","琥珀粉，中药材","其他中药","克",true,0.075,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""琥珀粉"""",""""pricePerGram"""":0.075}}","active"
"洛神花","洛神花","洛神hua","洛神hua","TCM-HU-371","洛神花，中药材","其他中药","克",true,0.075,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""洛神花"""",""""pricePerGram"""":0.075}}","active"
"月季花","月季花","月季hua","月季hua","TCM-HU-372","月季花，中药材","其他中药","克",true,0.075,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""月季花"""",""""pricePerGram"""":0.075}}","active"
"海螵蛸","海螵蛸","Hai螵蛸","hai螵蛸","TCM-HA-373","海螵蛸，中药材","其他中药","克",true,0.08,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""海螵蛸"""",""""pricePerGram"""":0.08}}","active"
"龙脷叶","龙脷叶","Long脷ye","long脷ye","TCM-LO-374","龙脷叶，中药材","其他中药","克",true,0.08,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""龙脷叶"""",""""pricePerGram"""":0.08}}","active"
"玫瑰花","玫瑰花","玫瑰hua","玫瑰hua","TCM-HU-375","玫瑰花，中药材","其他中药","克",true,0.08,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""玫瑰花"""",""""pricePerGram"""":0.08}}","active"
"郁李仁","郁李仁","郁李ren","郁李ren","TCM-RE-376","郁李仁，中药材","其他中药","克",true,0.08,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""郁李仁"""",""""pricePerGram"""":0.08}}","active"
"巴戟","巴戟","Ba戟","ba戟","TCM-BA-377","巴戟，中药材","其他中药","克",true,0.085,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""巴戟"""",""""pricePerGram"""":0.085}}","active"
"白芍大圆片","白芍大圆片","Baishaodayuan","baishaodayuan","TCM-BA-378","白芍大圆片，中药材","其他中药","克",true,0.085,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""白芍大圆片"""",""""pricePerGram"""":0.085}}","active"
"钩藤","钩藤","Uncaria rhynchophylla","gouteng","TCM-GO-379","钩藤，中药材","其他中药","克",true,0.087,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""钩藤"""",""""pricePerGram"""":0.087}}","active"
"太子参","太子参","太zishen","太zishen","TCM-ZI-380","太子参，中药材","其他中药","克",true,0.087,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""太子参"""",""""pricePerGram"""":0.087}}","active"
"龙牙百合","龙牙百合","Long牙百合","long牙百合","TCM-LO-381","龙牙百合，中药材","其他中药","克",true,0.088,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""龙牙百合"""",""""pricePerGram"""":0.088}}","active"
"炒白芍","炒白芍","Paeonia lactiflora","baishao","TCM-BA-382","炒白芍，中药材","其他中药","克",true,0.09,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""炒白芍"""",""""pricePerGram"""":0.09}}","active"
"葛花","葛花","葛hua","葛hua","TCM-HU-383","葛花，中药材","其他中药","克",true,0.09,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""葛花"""",""""pricePerGram"""":0.09}}","active"
"花椒","花椒","Hua椒","hua椒","TCM-HU-384","花椒，中药材","其他中药","克",true,0.09,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""花椒"""",""""pricePerGram"""":0.09}}","active"
"沙苑子","沙苑子","沙苑zi","沙苑zi","TCM-ZI-385","沙苑子，中药材","其他中药","克",true,0.09,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""沙苑子"""",""""pricePerGram"""":0.09}}","active"
"肉苁蓉","肉苁蓉","Rou苁蓉","rou苁蓉","TCM-RO-386","肉苁蓉，中药材","其他中药","克",true,0.0913,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""肉苁蓉"""",""""pricePerGram"""":0.0913}}","active"
"白蔹","白蔹","Bai蔹","bai蔹","TCM-BA-387","白蔹，中药材","其他中药","克",true,0.095,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""白蔹"""",""""pricePerGram"""":0.095}}","active"
"柏子仁","柏子仁","柏ziren","柏ziren","TCM-ZI-388","柏子仁，中药材","其他中药","克",true,0.095,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""柏子仁"""",""""pricePerGram"""":0.095}}","active"
"谷精草","谷精草","谷jingcao","谷jingcao","TCM-JI-389","谷精草，中药材","其他中药","克",true,0.095,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""谷精草"""",""""pricePerGram"""":0.095}}","active"
"酸枣仁","酸枣仁","Ziziphus jujuba","suanzaoren","TCM-SU-390","酸枣仁，中药材","其他中药","克",true,0.095,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""酸枣仁"""",""""pricePerGram"""":0.095}}","active"
"炒酸枣仁","炒酸枣仁","Ziziphus jujuba","suanzaoren","TCM-SU-391","炒酸枣仁，中药材","其他中药","克",true,0.095,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""炒酸枣仁"""",""""pricePerGram"""":0.095}}","active"
"清半夏","清半夏","清夏","清夏","TCM-HC-392","清半夏，中药材","其他中药","克",true,0.09566,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""清半夏"""",""""pricePerGram"""":0.09566}}","active"
"灯芯草","灯芯草","灯芯cao","灯芯cao","TCM-CA-393","灯芯草，中药材","其他中药","克",true,0.097,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""灯芯草"""",""""pricePerGram"""":0.097}}","active"
"蔓荆子","蔓荆子","蔓荆zi","蔓荆zi","TCM-ZI-394","蔓荆子，中药材","其他中药","克",true,0.098,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""蔓荆子"""",""""pricePerGram"""":0.098}}","active"
"巴戟肉","巴戟肉","Ba戟rou","ba戟rou","TCM-BA-395","巴戟肉，中药材","其他中药","克",true,0.1,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""巴戟肉"""",""""pricePerGram"""":0.1}}","active"
"升麻","升麻","升麻","升麻","TCM-ZX-396","升麻，中药材","其他中药","克",true,0.1,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""升麻"""",""""pricePerGram"""":0.1}}","active"
"蜜升麻","蜜升麻","升麻","升麻","TCM-IZ-397","蜜升麻，中药材","其他中药","克",true,0.1,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""蜜升麻"""",""""pricePerGram"""":0.1}}","active"
"连翘","连翘","Forsythia suspensa","lianqiao","TCM-LI-398","连翘，中药材","其他中药","克",true,0.103,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""连翘"""",""""pricePerGram"""":0.103}}","active"
"麦冬","麦冬","Ophiopogon japonicus","maidong","TCM-MA-399","麦冬，中药材","其他中药","克",true,0.105,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""麦冬"""",""""pricePerGram"""":0.105}}","active"
"牡丹皮","牡丹皮","Paeonia suffruticosa","mudanpi","TCM-MU-400","牡丹皮，中药材","其他中药","克",true,0.105,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""牡丹皮"""",""""pricePerGram"""":0.105}}","active"
"白薇","白薇","Bai薇","bai薇","TCM-BA-401","白薇，中药材","其他中药","克",true,0.108,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""白薇"""",""""pricePerGram"""":0.108}}","active"
"猪苓","猪苓","Zhuling","zhuling","TCM-ZH-402","猪苓，中药材","其他中药","克",true,0.109,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""猪苓"""",""""pricePerGram"""":0.109}}","active"
"扁豆衣","扁豆衣","Biandou衣","biandou衣","TCM-BI-403","扁豆衣，中药材","其他中药","克",true,0.11,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""扁豆衣"""",""""pricePerGram"""":0.11}}","active"
"冰片","冰片","冰","冰","TCM-IF-404","冰片，中药材","其他中药","克",true,0.11,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""冰片"""",""""pricePerGram"""":0.11}}","active"
"覆盆子","覆盆子","覆盆zi","覆盆zi","TCM-ZI-405","覆盆子，中药材","其他中药","克",true,0.11,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""覆盆子"""",""""pricePerGram"""":0.11}}","active"
"金银花","金银花","Lonicera japonica","jinyinhua","TCM-JI-406","金银花，中药材","其他中药","克",true,0.11,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""金银花"""",""""pricePerGram"""":0.11}}","active"
"紫菀","紫菀","Zi菀","zi菀","TCM-ZI-407","紫菀，中药材","其他中药","克",true,0.11,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""紫菀"""",""""pricePerGram"""":0.11}}","active"
"炙紫菀","炙紫菀","Zi菀","zi菀","TCM-ZI-408","炙紫菀，中药材","其他中药","克",true,0.11,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""炙紫菀"""",""""pricePerGram"""":0.11}}","active"
"白术统货","白术统货","Baizhu统货","baizhu统货","TCM-BA-409","白术统货，中药材","其他中药","克",true,0.115,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""白术统货"""",""""pricePerGram"""":0.115}}","active"
"浙贝母","浙贝母","浙贝mu","浙贝mu","TCM-MU-410","浙贝母，中药材","其他中药","克",true,0.118,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""浙贝母"""",""""pricePerGram"""":0.118}}","active"
"鳖甲","鳖甲","鳖甲","鳖甲","TCM-GY-411","鳖甲，中药材","其他中药","克",true,0.12,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""鳖甲"""",""""pricePerGram"""":0.12}}","active"
"麦冬特级","麦冬特级","Ophiopogon japonicus","maidong","TCM-MA-412","麦冬特级，中药材","其他中药","克",true,0.12,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""麦冬特级"""",""""pricePerGram"""":0.12}}","active"
"延胡索","延胡索","延胡索","延胡索","TCM-AZ-413","延胡索，中药材","其他中药","克",true,0.12,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""延胡索"""",""""pricePerGram"""":0.12}}","active"
"羌活","羌活","Notopterygium incisum","qianghuo","TCM-QI-414","羌活，中药材","其他中药","克",true,0.125,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""羌活"""",""""pricePerGram"""":0.125}}","active"
"红花","红花","Carthamus tinctorius","honghua","TCM-HO-415","红花，中药材","其他中药","克",true,0.126,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""红花"""",""""pricePerGram"""":0.126}}","active"
"法半夏","法半夏","法夏","法夏","TCM-PC-416","法半夏，中药材","其他中药","克",true,0.13,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""法半夏"""",""""pricePerGram"""":0.13}}","active"
"姜半夏","姜半夏","夏","夏","TCM-UC-417","姜半夏，中药材","其他中药","克",true,0.13,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""姜半夏"""",""""pricePerGram"""":0.13}}","active"
"贡菊花","贡菊花","贡菊hua","贡菊hua","TCM-HU-418","贡菊花，中药材","其他中药","克",true,0.13,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""贡菊花"""",""""pricePerGram"""":0.13}}","active"
"银柴胡","银柴胡","Yin柴胡","yin柴胡","TCM-YI-419","银柴胡，中药材","其他中药","克",true,0.13,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""银柴胡"""",""""pricePerGram"""":0.13}}","active"
"党参五级","党参五级","Dangshenwuji","dangshenwuji","TCM-DA-420","党参五级，中药材","其他中药","克",true,0.132,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""党参五级"""",""""pricePerGram"""":0.132}}","active"
"雪莲子","雪莲子","雪lianzi","雪lianzi","TCM-LI-421","雪莲子，中药材","其他中药","克",true,0.132,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""雪莲子"""",""""pricePerGram"""":0.132}}","active"
"白术特级","白术特级","Atractylodes macrocephala","baizhu","TCM-BA-422","白术特级，中药材","其他中药","克",true,0.138,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""白术特级"""",""""pricePerGram"""":0.138}}","active"
"海金沙","海金沙","Haijin沙","haijin沙","TCM-HA-423","海金沙，中药材","其他中药","克",true,0.138,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""海金沙"""",""""pricePerGram"""":0.138}}","active"
"胖大海","胖大海","胖hai","胖hai","TCM-HA-424","胖大海，中药材","其他中药","克",true,0.14,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""胖大海"""",""""pricePerGram"""":0.14}}","active"
"远志","远志","Polygala tenuifolia","yuanzhi","TCM-YU-425","远志，中药材","其他中药","克",true,0.148,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""远志"""",""""pricePerGram"""":0.148}}","active"
"白术特级","白术特级","Atractylodes macrocephala","baizhu","TCM-BA-426","白术特级，中药材","其他中药","克",true,0.15,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""白术特级"""",""""pricePerGram"""":0.15}}","active"
"炒白术","炒白术","Atractylodes macrocephala","baizhu","TCM-BA-427","炒白术，中药材","其他中药","克",true,0.15,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""炒白术"""",""""pricePerGram"""":0.15}}","active"
"当归全片","当归全片","Danggui全","danggui全","TCM-DA-428","当归全片，中药材","其他中药","克",true,0.15,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""当归全片"""",""""pricePerGram"""":0.15}}","active"
"田七片","田七片","田qi","田qi","TCM-QI-429","田七片，中药材","其他中药","克",true,0.15,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""田七片"""",""""pricePerGram"""":0.15}}","active"
"蕤仁","蕤仁","蕤ren","蕤ren","TCM-RE-430","蕤仁，中药材","其他中药","克",true,0.155,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""蕤仁"""",""""pricePerGram"""":0.155}}","active"
"北柴胡","北柴胡","Bei柴胡","bei柴胡","TCM-BE-431","北柴胡，中药材","其他中药","克",true,0.16,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""北柴胡"""",""""pricePerGram"""":0.16}}","active"
"三七粉","三七粉","Panax notoginseng powder","sanqifen","TCM-SA-432","三七粉，中药材","其他中药","克",true,0.16,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""三七粉"""",""""pricePerGram"""":0.16}}","active"
"细辛","细辛","辛","辛","TCM-GZ-433","细辛，中药材","其他中药","克",true,0.16,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""细辛"""",""""pricePerGram"""":0.16}}","active"
"炙远志","炙远志","Polygala tenuifolia","yuanzhi","TCM-YU-434","炙远志，中药材","其他中药","克",true,0.165,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""炙远志"""",""""pricePerGram"""":0.165}}","active"
"白鲜皮","白鲜皮","Bai鲜pi","bai鲜pi","TCM-BA-435","白鲜皮，中药材","其他中药","克",true,0.175,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""白鲜皮"""",""""pricePerGram"""":0.175}}","active"
"党参二级","党参二级","Codonopsis pilosula","dangshen","TCM-DA-436","党参二级，中药材","其他中药","克",true,0.18,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""党参二级"""",""""pricePerGram"""":0.18}}","active"
"川贝","川贝","Chuan贝","chuan贝","TCM-CH-437","川贝，中药材","其他中药","克",true,0.185,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""川贝"""",""""pricePerGram"""":0.185}}","active"
"龙胆草","龙胆草","Long胆cao","long胆cao","TCM-LO-438","龙胆草，中药材","其他中药","克",true,0.185,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""龙胆草"""",""""pricePerGram"""":0.185}}","active"
"红参须","红参须","Hongshen须","hongshen须","TCM-HO-439","红参须，中药材","其他中药","克",true,0.2,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""红参须"""",""""pricePerGram"""":0.2}}","active"
"金银花","金银花","Lonicera japonica","jinyinhua","TCM-JI-440","金银花，中药材","其他中药","克",true,0.2,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""金银花"""",""""pricePerGram"""":0.2}}","active"
"莲须","莲须","Lian须","lian须","TCM-LI-441","莲须，中药材","其他中药","克",true,0.2,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""莲须"""",""""pricePerGram"""":0.2}}","active"
"猫爪草","猫爪草","猫爪cao","猫爪cao","TCM-CA-442","猫爪草，中药材","其他中药","克",true,0.2,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""猫爪草"""",""""pricePerGram"""":0.2}}","active"
"天麻","天麻","Gastrodia elata","tianma","TCM-TI-443","天麻，中药材","其他中药","克",true,0.2,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""天麻"""",""""pricePerGram"""":0.2}}","active"
"通草","通草","通cao","通cao","TCM-CA-444","通草，中药材","其他中药","克",true,0.2,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""通草"""",""""pricePerGram"""":0.2}}","active"
"蝉蜕","蝉蜕","蝉蜕","蝉蜕","TCM-BB-445","蝉蜕，中药材","其他中药","克",true,0.22,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""蝉蜕"""",""""pricePerGram"""":0.22}}","active"
"黄连","黄连","Coptis chinensis","huanglian","TCM-HU-446","黄连，中药材","其他中药","克",true,0.22,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""黄连"""",""""pricePerGram"""":0.22}}","active"
"当归头片","当归头片","Danggui头","danggui头","TCM-DA-447","当归头片，中药材","其他中药","克",true,0.26,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""当归头片"""",""""pricePerGram"""":0.26}}","active"
"白参片","白参片","Baishen","baishen","TCM-BA-448","白参片，中药材","其他中药","克",true,0.3,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.830Z"""",""""originalData"""":{""""chineseName"""":""""白参片"""",""""pricePerGram"""":0.3}}","active"
